ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
savonia,0.0,9,MICROTEKNIA,TORI,907,3170,1,22.7,8.1
season,0.0,8,TEATTERI,TORI,1264,2390,1,18.9,11.7
season,0.0,5,RYPYSUO,KYS,638,3160,1,30.2,16.2
season,0.0,5,VÄINÖLÄNNIEMI,TORI,629,2120,0,0.0,2.4
savonia,0.0,10,TORI,MICROTEKNIA,675,3020,1,23.8,6.3
season,0.0,6,PETONEN,KYS,1458,8550,1,49.4,7.2
season,0.0,6,TORI,TORI,448,150,1,0.2,0.0
season,0.0,5,SNELLMANIA,SNELLMANIA,1256,3510,1,32.4,9.6
single,0.8,7,TEATTERI,TEATTERI,946,1700,1,10.1,4.2
single,0.9,9,SATAMA,SATAMA,1070,3710,1,27.6,3.6
single,1.7,6,TORI,PETONEN,2015,9070,1,55.0,18.9
season,0.0,6,SATAMA,SATAMA,7,0,1,0.0,0.0
single,0.6,6,VÄINÖLÄNNIEMI,SATAMA,665,730,0,0.0,0.9
savonia,0.0,9,TORI,TORI,926,3600,1,28.6,5.4
single,0.35,7,TORI,SATAMA,366,930,1,1.7,9.6
season,0.0,5,UIMAHALLI,TEATTERI,119,280,0,0.0,0.3
single,0.05,6,TORI,TORI,35,0,0,0.0,0.0
single,0.35,6,RYPYSUO,RYPYSUO,369,1230,1,9.3,1.8
season,0.0,6,TORI,TORI,7,0,1,0.0,0.0
single,0.05,5,TORI,TORI,6,0,0,0.0,0.0
season,0.0,6,RYPYSUO,MICROTEKNIA,804,4350,1,26.7,6.6
savonia,0.0,9,TORI,TORI,1302,260,1,1.7,0.0
single,0.15,7,TORI,TEATTERI,153,710,1,5.8,0.6
season,0.0,8,KYS,KYS,21,30,1,0.5,0.0
single,1.3,5,VÄINÖLÄNNIEMI,MICROTEKNIA,1515,6960,1,48.7,12.6
season,0.0,6,MICROTEKNIA,TORI,643,3150,1,20.5,15.9
season,0.0,6,TORI,VÄINÖLÄNNIEMI,1245,3090,1,19.6,10.8
single,0.45,7,VÄINÖLÄNNIEMI,SATAMA,536,970,0,0.0,0.0
season,0.0,5,RYPYSUO,RYPYSUO,138,240,1,1.6,0.3
season,0.0,7,TEATTERI,KYS,1358,2660,1,25.5,6.6
savonia,0.0,9,PETONEN,PETONEN,29,0,1,0.0,0.0
season,0.0,5,TORI,TEATTERI,729,720,1,7.0,1.8
savonia,0.0,9,MICROTEKNIA,TORI,723,3310,1,19.9,11.4
season,0.0,9,SNELLMANIA,KYS,264,990,1,10.2,0.9
single,0.1,6,TEATTERI,TEATTERI,76,10,1,0.4,0.0
single,0.05,6,MICROTEKNIA,MICROTEKNIA,49,10,0,0.0,0.0
single,0.6,5,TORI,SNELLMANIA,676,2640,1,20.2,11.1
season,0.0,6,TEATTERI,SATAMA,632,1660,1,7.9,7.8
single,0.65,9,TORI,SNELLMANIA,750,2570,1,15.8,7.8
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,294,1470,1,5.4,4.2
single,0.65,6,VÄINÖLÄNNIEMI,TORI,735,1620,1,19.5,3.9
season,0.0,8,SATAMA,SATAMA,30,0,0,0.0,0.0
single,0.05,5,TEATTERI,TEATTERI,25,0,1,0.0,0.0
single,0.4,7,KYS,TORI,450,1860,1,11.5,3.0
single,0.05,6,TORI,TORI,4,0,0,0.0,0.0
savonia,0.0,9,TEATTERI,TORI,207,690,0,0.0,0.9
single,0.8,6,TEATTERI,VÄINÖLÄNNIEMI,928,2610,1,18.9,11.1
season,0.0,8,TORI,KYS,451,1960,1,14.8,3.3
season,0.0,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,19,0,1,0.0,0.0
season,0.0,7,SATAMA,SATAMA,8,0,1,0.0,0.0
single,0.5,7,MICROTEKNIA,MICROTEKNIA,548,3350,1,8.6,4.2
season,0.0,6,SATAMA,SATAMA,140,0,1,0.0,0.0
single,0.6,5,TORI,TORI,672,1780,1,15.1,7.8
single,0.35,5,KYS,TORI,414,1890,1,8.7,2.4
single,0.05,6,RYPYSUO,RYPYSUO,6,0,0,0.0,0.0
season,0.0,10,UIMAHALLI,TORI,273,880,1,7.4,2.7
season,0.0,7,TEATTERI,SATAMA,902,1730,1,8.0,6.9
season,0.0,5,TORI,TORI,322,1130,1,9.7,0.9
savonia,0.0,10,TORI,TORI,1379,670,1,10.4,1.2
single,0.35,7,SATAMA,TORI,413,930,0,0.0,0.3
season,0.0,5,UIMAHALLI,SATAMA,499,1860,1,13.3,8.7
single,0.35,6,SATAMA,VÄINÖLÄNNIEMI,362,830,1,5.5,0.3
season,0.0,9,MICROTEKNIA,TORI,698,3360,1,26.2,10.8
single,0.05,6,TORI,TORI,8,0,0,0.0,0.0
season,0.0,5,TORI,TORI,759,20,1,0.3,0.0
single,0.1,7,TORI,TORI,65,70,1,0.9,0.0
single,0.35,5,TORI,KYS,386,1900,1,12.7,3.0
single,0.35,6,SATAMA,TORI,367,950,0,0.0,0.3
single,0.1,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,86,0,1,0.0,0.0
single,0.1,7,SNELLMANIA,SNELLMANIA,71,0,1,0.0,0.0
season,0.0,6,TEATTERI,TEATTERI,33,0,0,0.0,0.0
season,0.0,6,SATAMA,SATAMA,32,0,1,0.0,0.0
season,0.0,7,TORI,TORI,14,0,0,0.0,0.0
season,0.0,6,TORI,TORI,1133,880,1,1.7,0.6
single,0.75,9,TORI,RYPYSUO,849,4350,1,37.3,2.7
season,0.0,5,TORI,KYS,449,1880,1,17.1,6.0
season,0.0,6,TEATTERI,SATAMA,414,1640,0,0.0,5.7
season,0.0,6,TORI,TORI,109,0,1,0.0,0.0
single,0.25,6,TEATTERI,TORI,244,700,1,2.9,2.7
single,0.4,6,TORI,SATAMA,447,1020,1,5.0,6.0
season,0.0,5,KYS,KYS,4,0,0,0.0,0.0
season,0.0,6,TORI,VÄINÖLÄNNIEMI,483,1510,1,11.5,11.1
season,0.0,9,TORI,TORI,770,1060,1,10.8,2.7
single,0.5,6,SATAMA,TORI,553,1000,1,14.0,1.5
savonia,0.0,10,TORI,TORI,1685,3650,1,26.4,10.8
single,0.05,7,SNELLMANIA,SNELLMANIA,19,0,1,0.0,0.0
season,0.0,10,TORI,VÄINÖLÄNNIEMI,291,1500,1,7.0,3.3
single,0.75,7,SNELLMANIA,TORI,889,2710,1,21.8,5.4
single,0.8,8,TORI,UIMAHALLI,919,4510,1,37.0,12.0
season,0.0,10,KYS,TORI,426,1900,1,18.6,3.0
savonia,0.0,10,TORI,SNELLMANIA,497,2620,1,12.2,6.9
savonia,0.0,9,MICROTEKNIA,TORI,1109,3860,0,0.0,7.2
season,0.0,6,VÄINÖLÄNNIEMI,SATAMA,291,800,0,0.0,0.0
single,0.2,8,SATAMA,TORI,216,940,1,10.9,0.3
single,1.3,9,KYS,PETONEN,1536,8510,1,65.0,9.6
season,0.0,6,SATAMA,SATAMA,867,1130,0,0.0,0.0
season,0.0,7,SATAMA,VÄINÖLÄNNIEMI,173,670,1,5.2,0.3
single,0.1,7,SATAMA,SATAMA,112,0,1,0.0,0.0
single,2.55,8,SATAMA,TORI,3017,1220,0,0.0,0.0
season,0.0,7,TORI,TORI,1125,4740,1,41.8,10.5
season,0.0,6,SATAMA,SATAMA,22,0,1,0.0,0.0
single,0.4,6,TEATTERI,SATAMA,432,1630,0,0.0,6.6
season,0.0,8,TORI,UIMAHALLI,419,990,1,11.6,0.9
single,0.2,5,TORI,TEATTERI,194,720,1,6.5,0.6
season,1.0,7,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,3268,8940,1,80.6,21.9
savonia,0.0,9,TEATTERI,MICROTEKNIA,561,2320,1,11.9,9.6
season,0.0,4,PETONEN,PETONEN,95,10,0,0.0,0.0
single,0.45,9,SNELLMANIA,UIMAHALLI,520,1950,1,22.5,3.9
single,0.3,6,TEATTERI,TORI,315,690,0,0.0,2.7
savonia,0.0,9,SATAMA,MICROTEKNIA,1109,4510,1,44.9,21.3
single,0.2,6,SATAMA,TORI,229,930,1,10.4,2.4
savonia,0.0,10,SATAMA,KYS,662,2690,1,26.1,2.4
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,694,1890,1,21.5,8.4
savonia,0.0,10,TORI,TEATTERI,1412,1420,1,16.2,4.2
season,0.0,9,SATAMA,TORI,1502,6400,1,65.9,6.9
season,0.0,6,TORI,TORI,13,0,1,0.0,0.0
season,0.0,6,TEATTERI,TORI,236,710,1,1.4,3.6
single,0.85,7,VÄINÖLÄNNIEMI,RYPYSUO,966,5690,1,36.6,4.8
single,0.05,6,TORI,TORI,58,0,1,0.0,0.0
single,0.8,9,SNELLMANIA,TORI,905,2550,1,22.5,7.5
single,1.25,9,TORI,TORI,1471,5580,1,56.9,28.5
savonia,0.0,10,SATAMA,TORI,246,940,1,12.8,0.3
single,0.4,7,TORI,VÄINÖLÄNNIEMI,441,1550,1,7.5,8.1
savonia,0.0,10,TORI,TORI,1437,3160,1,28.5,7.8
season,0.0,8,TORI,TORI,27,0,1,0.0,0.0
single,0.65,9,TORI,MICROTEKNIA,772,3330,1,24.7,13.5
savonia,0.0,9,SNELLMANIA,MICROTEKNIA,174,440,1,8.3,0.0
single,0.25,9,TEATTERI,TORI,273,710,0,0.0,1.5
single,0.15,10,TEATTERI,TORI,162,710,1,3.3,1.5
season,0.0,5,SATAMA,KYS,665,2750,1,25.8,5.1
savonia,0.0,10,TORI,TORI,302,0,1,0.0,0.0
savonia,0.0,9,SATAMA,MICROTEKNIA,1346,3920,0,0.0,7.8
single,0.4,5,VÄINÖLÄNNIEMI,TORI,477,1550,1,14.8,1.8
season,0.0,5,VÄINÖLÄNNIEMI,SATAMA,1008,2250,1,14.9,1.2
single,0.05,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,40,0,1,0.0,0.0
single,5.5,5,TORI,TORI,6545,10150,1,96.4,21.9
single,1.15,5,UIMAHALLI,RYPYSUO,1365,3940,1,27.0,14.7
savonia,0.0,10,TORI,TORI,61,0,1,0.0,0.0
single,0.05,5,RYPYSUO,RYPYSUO,10,0,0,0.0,0.0
single,0.05,7,TORI,TORI,48,10,1,0.1,0.0
single,0.3,7,TORI,VÄINÖLÄNNIEMI,327,1510,1,5.9,6.9
season,0.0,7,SNELLMANIA,TEATTERI,560,1950,1,21.2,2.7
savonia,0.0,10,SATAMA,SATAMA,363,0,1,0.0,0.0
single,0.25,5,VÄINÖLÄNNIEMI,SATAMA,271,810,0,0.0,0.3
season,0.0,6,VÄINÖLÄNNIEMI,SATAMA,650,2420,1,12.4,1.5
season,0.0,6,TEATTERI,SNELLMANIA,386,1980,1,12.8,2.4
single,0.45,6,SNELLMANIA,TORI,502,2620,1,10.5,3.3
single,0.3,6,SATAMA,TORI,326,940,0,0.0,0.3
savonia,0.0,10,KYS,KYS,70,-10,1,0.0,0.0
single,0.1,6,TORI,TORI,111,0,1,0.0,0.0
season,0.0,10,KYS,SATAMA,706,2790,1,14.7,13.2
savonia,0.0,9,TEATTERI,TORI,164,710,1,4.7,3.0
season,0.0,7,SATAMA,TORI,427,940,1,10.0,0.6
season,0.0,7,SATAMA,VÄINÖLÄNNIEMI,1263,2430,1,15.8,0.0
season,0.0,6,UIMAHALLI,MICROTEKNIA,468,2350,1,19.8,7.8
single,0.05,8,RYPYSUO,RYPYSUO,38,0,1,0.0,0.0
single,0.3,7,SATAMA,TORI,328,920,1,13.1,0.3
season,0.0,5,TEATTERI,TEATTERI,160,-20,1,0.1,0.0
season,0.0,7,TORI,SATAMA,1052,1520,1,8.8,8.7
single,1.25,5,KYS,PETONEN,1449,8520,1,34.9,9.6
season,0.0,6,VÄINÖLÄNNIEMI,SATAMA,1504,2270,1,15.2,1.5
single,0.6,6,VÄINÖLÄNNIEMI,SATAMA,665,730,0,0.0,0.9
season,0.0,7,SATAMA,VÄINÖLÄNNIEMI,225,680,1,4.2,0.0
single,1.85,6,UIMAHALLI,UIMAHALLI,2164,9830,1,57.9,13.5
season,0.0,9,MICROTEKNIA,SNELLMANIA,107,450,0,0.0,2.7
season,0.0,7,RYPYSUO,RYPYSUO,79,0,1,0.0,0.0
season,0.0,5,SATAMA,TORI,960,3000,1,31.8,6.6
single,0.3,6,SATAMA,TORI,318,930,1,10.6,1.2
savonia,0.0,9,MICROTEKNIA,UIMAHALLI,508,2200,1,10.2,8.1
single,1.35,9,PETONEN,KYS,1580,8530,1,68.0,9.3
season,0.0,6,SATAMA,SATAMA,5,0,0,0.0,0.0
season,0.0,8,TEATTERI,TEATTERI,22,0,1,0.0,0.0
single,3.05,9,RYPYSUO,RYPYSUO,3619,13550,1,122.7,91.5
season,0.0,6,TORI,TORI,651,2640,1,27.7,3.3
single,0.7,8,TORI,MICROTEKNIA,836,3130,1,20.4,6.3
season,0.0,6,TORI,TORI,14,0,0,0.0,0.0
single,0.45,4,SATAMA,TEATTERI,493,1640,1,20.1,1.2
single,0.5,5,MICROTEKNIA,TEATTERI,582,2390,1,17.7,4.8
season,0.0,7,TEATTERI,SATAMA,1300,4230,1,26.5,11.4
single,0.45,7,TORI,VÄINÖLÄNNIEMI,523,1460,1,7.9,9.3
season,0.0,5,SATAMA,VÄINÖLÄNNIEMI,756,1560,1,13.3,0.3
season,0.0,9,TORI,TORI,421,1480,1,9.5,6.0
season,0.0,6,SATAMA,TORI,776,1480,1,13.0,3.3
single,0.35,6,KYS,TORI,415,1840,1,9.0,10.5
season,0.0,8,TORI,SATAMA,229,930,1,4.4,4.2
single,0.05,5,TORI,TORI,21,0,0,0.0,0.0
season,0.0,6,RYPYSUO,TORI,1107,4270,1,41.9,20.1
single,0.7,5,TORI,TORI,823,2710,1,24.3,7.8
season,0.0,6,TEATTERI,VÄINÖLÄNNIEMI,549,2300,1,12.2,12.0
season,0.0,5,TORI,TORI,84,0,0,0.0,0.0
season,0.0,6,SATAMA,SATAMA,45,0,0,0.0,0.0
single,0.2,6,TORI,TEATTERI,203,710,1,5.8,0.6
single,0.05,5,TORI,TORI,7,0,1,0.0,0.0
season,0.0,8,TORI,TORI,113,0,1,0.0,0.0
single,1.15,5,MICROTEKNIA,SATAMA,1337,5280,0,0.0,12.3
single,0.05,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,10,0,1,0.0,0.0
single,0.05,7,SATAMA,SATAMA,17,0,1,0.0,0.0
season,0.0,6,SNELLMANIA,SNELLMANIA,139,0,1,0.0,0.0
single,0.3,6,TORI,VÄINÖLÄNNIEMI,329,1620,1,7.3,3.3
season,0.0,7,TORI,SATAMA,270,920,1,4.1,3.9
single,0.1,6,TORI,TORI,68,10,1,0.1,0.0
season,0.0,7,SATAMA,SATAMA,657,1140,0,0.0,0.3
season,0.0,6,TORI,VÄINÖLÄNNIEMI,324,1570,1,6.3,5.7
season,0.0,8,MICROTEKNIA,MICROTEKNIA,1468,3100,1,22.2,7.8
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,401,1880,1,15.0,2.7
season,0.0,8,MICROTEKNIA,TORI,657,3100,1,19.2,11.4
single,0.05,5,TORI,TORI,36,0,1,0.0,0.0
season,0.0,7,VÄINÖLÄNNIEMI,TORI,490,1520,1,15.3,1.8
season,0.0,6,TORI,TEATTERI,559,710,0,0.0,0.3
single,1.5,7,KYS,PETONEN,1742,8480,1,55.2,8.1
single,0.05,5,MICROTEKNIA,MICROTEKNIA,9,0,1,0.0,0.0
single,0.75,4,TORI,MICROTEKNIA,852,3120,0,0.0,4.8
single,0.65,9,TORI,TORI,767,2630,1,15.4,7.8
single,0.3,8,TEATTERI,SNELLMANIA,356,2030,1,7.6,5.4
single,0.05,5,KYS,KYS,25,0,0,0.0,0.0
season,0.0,6,TORI,KYS,511,1830,0,0.0,3.3
season,0.0,7,VÄINÖLÄNNIEMI,TORI,417,1620,1,21.0,3.0
single,0.2,5,TORI,TEATTERI,209,710,0,0.0,0.9
savonia,0.0,10,SATAMA,SATAMA,293,1140,1,13.3,1.2
single,3.55,7,TORI,TORI,4253,2990,1,25.1,15.9
season,0.0,9,RYPYSUO,TORI,1229,5530,1,35.4,9.3
season,0.0,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,204,0,1,0.0,0.0
season,0.0,7,SATAMA,VÄINÖLÄNNIEMI,632,2290,1,19.3,2.7
single,0.3,6,TEATTERI,TORI,315,690,0,0.0,2.7
single,0.35,7,KYS,TEATTERI,366,1140,1,7.4,5.7
season,0.0,7,TEATTERI,TORI,171,720,1,3.4,3.0
season,0.0,9,MICROTEKNIA,MICROTEKNIA,6,0,1,0.0,0.0
season,0.0,5,SATAMA,VÄINÖLÄNNIEMI,227,660,1,4.4,0.0
season,0.0,6,TORI,KYS,603,1840,1,16.0,6.3
single,0.65,10,RYPYSUO,TORI,775,4300,1,26.2,4.8
season,0.0,5,SNELLMANIA,MICROTEKNIA,162,440,0,0.0,0.3
season,0.0,6,TORI,VÄINÖLÄNNIEMI,826,1550,1,7.8,6.3
single,0.05,5,TORI,TORI,57,0,1,0.0,0.0
season,0.0,8,TORI,TORI,34,0,1,0.0,0.0
single,0.05,4,SATAMA,SATAMA,2,0,0,0.0,0.0
season,0.0,9,TORI,TORI,542,910,1,9.0,2.1
season,0.0,7,TORI,RYPYSUO,1266,5210,1,48.0,16.2
season,0.0,8,PETONEN,PETONEN,359,550,1,3.8,1.5
season,0.0,5,TEATTERI,TEATTERI,76,0,1,0.0,0.0
season,0.0,7,TORI,TORI,449,1490,1,6.1,6.0
season,0.0,6,TORI,TORI,1116,780,1,8.0,1.8
single,0.75,6,MICROTEKNIA,SATAMA,871,4070,1,26.1,10.8
savonia,0.0,9,KYS,MICROTEKNIA,403,1450,1,9.4,4.2
single,0.3,7,VÄINÖLÄNNIEMI,TORI,302,1520,1,11.5,3.9
single,0.4,5,TEATTERI,SNELLMANIA,427,1960,0,0.0,1.2
season,0.0,6,PETONEN,PETONEN,1066,3070,1,32.6,3.0
single,0.2,5,SATAMA,TORI,218,920,1,11.4,0.3
season,0.0,7,SNELLMANIA,MICROTEKNIA,167,440,1,7.5,0.6
single,0.55,10,MICROTEKNIA,TORI,610,3030,1,16.9,8.1
single,0.05,6,TORI,TORI,30,0,1,0.0,0.0
season,0.0,8,VÄINÖLÄNNIEMI,SATAMA,1540,2120,1,22.3,4.5
season,0.0,8,SATAMA,TORI,431,1260,1,13.3,1.2
single,0.05,10,MICROTEKNIA,MICROTEKNIA,58,0,1,0.0,0.0
season,0.0,6,TORI,VÄINÖLÄNNIEMI,1246,1650,1,11.2,8.1
single,0.45,6,SNELLMANIA,TORI,524,2630,1,12.3,3.6
single,0.35,7,SATAMA,SATAMA,393,1760,1,19.0,1.2
season,0.0,7,TORI,TORI,1146,1100,1,8.2,1.2
single,0.6,5,TORI,MICROTEKNIA,702,3130,1,23.6,3.3
single,0.3,5,VÄINÖLÄNNIEMI,TORI,307,1500,1,13.5,3.9
season,0.0,7,TORI,TORI,329,0,1,0.0,0.0
single,1.15,6,RYPYSUO,TORI,1358,4270,0,0.0,7.2
season,0.0,6,TORI,VÄINÖLÄNNIEMI,326,1550,1,8.9,4.5
season,0.0,7,TEATTERI,TORI,179,690,0,0.0,3.3
season,0.0,5,SNELLMANIA,RYPYSUO,969,4120,1,37.7,11.7
season,0.0,5,TORI,TORI,28,0,1,0.0,0.0
single,0.55,5,RYPYSUO,KYS,621,3220,1,18.3,21.9
season,0.0,6,TEATTERI,TEATTERI,61,0,1,0.0,0.0
season,0.0,6,TORI,VÄINÖLÄNNIEMI,950,1480,0,0.0,2.1
season,0.0,7,TORI,TORI,570,3240,1,25.5,13.2
savonia,0.0,9,RYPYSUO,RYPYSUO,46,10,1,0.0,0.0
single,0.55,7,SATAMA,TORI,621,2000,0,0.0,1.5
season,0.0,7,TORI,TORI,215,0,1,0.0,0.0
single,0.05,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,15,0,0,0.0,0.0
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,64,0,1,0.0,0.0
single,0.7,5,RYPYSUO,TORI,821,4550,1,25.4,4.8
season,0.0,10,TORI,MICROTEKNIA,706,2980,1,19.9,4.5
season,0.0,6,SATAMA,TORI,831,2780,1,27.0,7.5
season,0.0,5,TORI,TORI,56,10,1,0.0,0.0
single,0.3,7,TEATTERI,SATAMA,300,1640,1,5.7,6.0
single,0.55,7,KYS,KYS,601,1830,1,12.4,4.8
single,0.1,7,TORI,TORI,83,0,0,0.0,0.0
season,0.0,7,SATAMA,SATAMA,24,0,1,0.0,0.0
single,0.25,7,SATAMA,TORI,280,930,1,10.9,1.5
season,0.0,8,RYPYSUO,VÄINÖLÄNNIEMI,1219,6090,1,48.4,12.3
season,0.0,8,KYS,TORI,653,2570,1,20.9,13.8
season,0.0,8,MICROTEKNIA,TORI,838,1660,1,29.4,8.1
single,0.5,6,TORI,MICROTEKNIA,569,3100,1,12.8,9.9
season,0.0,7,TEATTERI,TEATTERI,19,0,1,0.0,0.0
single,0.1,10,TORI,TORI,72,0,1,0.0,0.0
season,0.0,6,TEATTERI,SATAMA,433,1650,1,6.0,11.7
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,5,0,1,0.0,0.0
season,0.0,7,TORI,TEATTERI,337,710,0,0.0,0.0
season,0.0,6,TORI,TORI,83,50,0,0.0,0.0
savonia,0.0,10,MICROTEKNIA,TORI,683,2990,1,22.3,13.2
single,0.3,7,SATAMA,TORI,334,940,1,11.8,1.8
season,0.0,6,SATAMA,SATAMA,7,0,1,0.0,0.0
single,0.35,7,SATAMA,TORI,419,950,1,20.2,0.6
season,0.0,7,KYS,KYS,109,170,1,2.0,0.6
single,0.25,7,SATAMA,TORI,293,940,1,10.0,1.2
single,0.5,6,SATAMA,TEATTERI,599,1640,0,0.0,0.6
savonia,0.0,9,RYPYSUO,SNELLMANIA,827,4610,1,29.4,15.6
season,0.0,8,SATAMA,SATAMA,11,0,1,0.0,0.0
single,0.05,5,TORI,TORI,20,0,1,0.0,0.0
season,0.0,8,KYS,TORI,520,2110,1,13.3,7.2
single,0.05,8,TORI,TORI,52,0,1,0.0,0.0
single,0.4,10,KYS,TORI,461,2110,1,19.5,4.5
single,0.65,9,MICROTEKNIA,MICROTEKNIA,723,3920,1,13.2,3.6
season,0.0,7,TORI,VÄINÖLÄNNIEMI,512,1640,1,9.9,8.1
season,0.0,6,SATAMA,TORI,265,940,1,12.9,2.4
savonia,0.0,10,MICROTEKNIA,TEATTERI,587,2310,1,19.9,7.5
season,0.0,5,PETONEN,PETONEN,79,0,1,0.0,0.0
single,0.15,7,SNELLMANIA,SNELLMANIA,125,50,1,2.0,0.0
season,0.0,5,MICROTEKNIA,MICROTEKNIA,80,20,1,0.2,0.0
single,0.05,5,TEATTERI,TEATTERI,58,-20,1,0.0,0.0
season,0.0,7,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,55,0,0,0.0,0.0
season,0.0,5,SATAMA,TORI,278,930,0,0.0,0.0
single,0.05,6,TORI,TORI,3,0,0,0.0,0.0
single,0.75,10,TORI,SNELLMANIA,869,3750,1,32.1,3.9
season,0.0,7,VÄINÖLÄNNIEMI,RYPYSUO,1185,6120,1,57.7,2.7
season,0.0,5,MICROTEKNIA,TORI,679,3010,1,25.3,8.1
single,0.05,6,KYS,KYS,48,0,1,0.0,0.0
single,1.1,7,TEATTERI,TEATTERI,1301,270,1,4.0,0.3
single,0.05,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,59,0,1,0.0,0.0
single,1.55,7,RYPYSUO,TORI,1813,4440,1,21.8,17.7
single,0.2,5,TORI,SATAMA,208,950,1,2.5,6.6
season,0.0,8,TORI,UIMAHALLI,473,2990,1,24.4,9.3
season,0.0,6,SATAMA,TEATTERI,496,1690,1,21.2,0.6
season,0.0,6,TORI,SATAMA,1205,2210,1,12.9,12.9
season,0.0,9,SNELLMANIA,UIMAHALLI,420,1820,1,15.9,5.7
season,0.0,7,TORI,TORI,143,0,1,0.0,0.0
season,0.0,9,VÄINÖLÄNNIEMI,MICROTEKNIA,1208,4900,1,38.9,8.7
season,0.0,6,TORI,VÄINÖLÄNNIEMI,669,1590,1,8.7,9.9
season,0.0,9,TORI,MICROTEKNIA,972,4300,1,37.3,9.0
single,0.05,5,TORI,TORI,53,0,0,0.0,0.0
savonia,0.0,10,TORI,TORI,986,3120,1,32.4,13.2
single,0.55,4,TORI,TEATTERI,640,760,1,9.2,2.1
single,0.3,6,TEATTERI,TORI,307,690,1,4.3,3.6
season,0.0,5,SATAMA,SATAMA,1031,3340,1,27.0,5.1
savonia,0.0,10,MICROTEKNIA,SNELLMANIA,130,440,1,1.3,5.1
season,0.0,6,TORI,TORI,537,0,1,0.0,0.0
single,0.25,5,SNELLMANIA,MICROTEKNIA,260,430,1,0.0,0.0
single,2.05,7,SATAMA,SATAMA,2446,6280,1,34.5,11.4
single,0.35,7,TORI,VÄINÖLÄNNIEMI,378,1500,1,8.6,11.1
single,0.85,9,VÄINÖLÄNNIEMI,TORI,1016,1570,1,17.8,0.6
season,0.0,6,KYS,PETONEN,1666,9020,1,53.2,12.0
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,37,0,1,0.0,0.0
season,0.0,6,TORI,SATAMA,255,960,1,4.5,7.5
single,1.75,8,MICROTEKNIA,RYPYSUO,2046,7000,1,66.5,24.9
single,0.6,10,RYPYSUO,SNELLMANIA,665,3890,1,16.4,3.3
season,0.0,5,PETONEN,PETONEN,3,0,0,0.0,0.0
season,0.0,8,SNELLMANIA,SNELLMANIA,1118,0,1,0.0,0.0
single,0.35,6,UIMAHALLI,TORI,362,860,1,3.7,6.0
season,0.0,8,TORI,TORI,928,3160,1,29.5,7.5
single,0.05,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,38,0,0,0.0,0.0
season,0.0,7,TEATTERI,TORI,284,710,1,2.3,1.2
season,0.0,5,SNELLMANIA,TORI,736,2680,1,17.6,3.6
single,0.1,4,MICROTEKNIA,SNELLMANIA,119,450,0,0.0,3.9
season,0.0,8,TORI,TORI,4,0,1,0.0,0.0
single,0.55,8,TORI,MICROTEKNIA,627,3150,1,17.3,9.0
season,0.0,5,TORI,UIMAHALLI,255,920,1,8.0,1.2
season,0.0,7,SNELLMANIA,TEATTERI,390,1960,1,16.5,0.9
single,0.4,5,MICROTEKNIA,TEATTERI,426,2390,1,16.3,3.9
single,0.4,9,SNELLMANIA,UIMAHALLI,420,1810,1,18.7,1.5
single,0.1,7,SNELLMANIA,SNELLMANIA,68,0,0,0.0,0.0
season,0.0,6,TORI,KYS,372,1810,0,0.0,0.0
single,1.05,5,SATAMA,VÄINÖLÄNNIEMI,1201,2760,1,23.8,6.3
single,0.25,5,SATAMA,VÄINÖLÄNNIEMI,281,670,0,0.0,0.0
season,0.0,6,TORI,RYPYSUO,897,4190,1,27.8,9.3
single,0.05,5,SATAMA,SATAMA,50,0,1,0.0,0.0
single,0.65,9,MICROTEKNIA,TEATTERI,723,2380,1,17.4,12.3
single,0.2,6,KYS,TEATTERI,239,1130,1,6.8,5.1
season,0.0,5,TORI,TORI,58,0,1,0.0,0.0
season,0.0,7,SATAMA,SATAMA,1470,2640,0,0.0,3.0
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,415,0,1,0.0,0.0
savonia,0.0,10,TORI,TORI,852,1520,1,14.9,4.5
single,0.05,10,TORI,TORI,43,0,1,0.0,0.0
season,0.0,5,MICROTEKNIA,MICROTEKNIA,7,0,1,0.0,0.0
season,0.0,8,TORI,TORI,1443,1830,1,23.6,7.2
single,1.35,8,TORI,RYPYSUO,1586,4730,1,43.2,4.5
savonia,0.0,10,SATAMA,SATAMA,50,0,1,0.0,0.0
